ID,Locality,Sale_rent,Zipcode,Building condition,Price,Kitchen type,Living area,Furnished,Surface of the plot,Number of frontages,Swimming pool,Bedrooms,Garden,Garden surface,Terrace,Terrace surface,Type of property
10338964,waterloo,for-sale,1410,True,455000,True,124 m² square meters,False,0,0,False,3,False,0,True,15 m² square meters,House
10341180,anderlecht,for-sale,1070,True,175000,True,45 m² square meters,False,0,2,False,1,False,0,True,30 m² square meters,Mixed-use building
10340836,liege,for-sale,4000,True,265000,True,110 m² square meters,False,134 m² square meters,2,False,2,True,64 m² square meters,False,0,Mixed-use building
10340813,saint-nicolas,for-sale,4420,True,279000,True,140 m² square meters,False,688 m² square meters,4,False,4,True,400 m² square meters,True,0,House
10340857,schaerbeek,for-sale,1030,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10341051,waterloo,for-sale,1410,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10341195,ixelles,for-sale,1050,True,399000,True,75 m² square meters,False,0,2,False,2,False,0,True,34 m² square meters,House
10341678,geraardsbergen,for-sale,9500,False,0,False,0,False,0,0,False,0,False,0,False,0,House
10340869,bruxelles,for-sale,1020,True,549000,True,205 m² square meters,False,210 m² square meters,2,False,4,True,75 m² square meters,True,6 m² square meters,House
10341179,woluwe-saint-pierre,for-sale,1150,True,699000,True,160 m² square meters,False,138 m² square meters,2,False,4,True,81 m² square meters,True,13 m² square meters,House
10341178,kampenhout,for-sale,1910,True,995000,True,275 m² square meters,False,1538 m² square meters,4,False,4,True,1324 m² square meters,True,30 m² square meters,Mixed-use building
10340154,schaerbeek,for-sale,1030,True,137500,True,28 m² square meters,False,0,4,False,1,False,0,True,2 m² square meters,Apartment
10339561,liege,for-sale,4020,True,145000,True,106 m² square meters,False,0,2,False,2,False,0,True,10 m² square meters,Apartment
9881253,brussels-city,for-sale,1000,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10339573,bruxelles,for-sale,1000,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10338765,petit-hallet,for-sale,4280,True,236000,True,140 m² square meters,False,470 m² square meters,2,False,3,True,200 m² square meters,True,40 m² square meters,House
10340155,brussels-city,for-sale,1000,True,255000,True,67 m² square meters,True,0,2,False,2,False,0,True,10 m² square meters,Apartment
10339513,heist-op-den-berg,for-sale,2220,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10340227,molenbeek-saint-jean,for-sale,1080,True,270000,True,90 m² square meters,False,0,2,False,2,False,0,True,15 m² square meters,Apartment
10338733,schaerbeek,for-sale,1030,True,330000,True,102 m² square meters,False,0,2,False,2,False,0,True,32 m² square meters,Apartment
10338735,woluwe-saint-lambert,for-sale,1200,True,340000,True,85 m² square meters,False,0,2,False,2,False,0,True,4 m² square meters,Apartment
10340196,gent,for-sale,9052,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10339016,braine-lalleud,for-sale,1420,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10339139,nivelles,for-sale,1400,True,399000,True,98 m² square meters,False,589 m² square meters,4,False,3,True,466 m² square meters,True,31 m² square meters,House
10339760,bruxelles,for-sale,1000,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10338975,grimbergen,for-sale,1850,True,449000,True,192 m² square meters,False,169 m² square meters,2,False,5,False,0,True,0,House
10339003,braine-lalleud,for-sale,1420,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10339283,durbuy,for-sale,6941,True,495000,True,451 m² square meters,False,1110 m² square meters,3,False,5,True,1110 m² square meters,True,0,House
10338890,aalst,for-sale,9300,True,850000,True,1264 m² square meters,False,430 m² square meters,2,False,8,False,0,True,0,Mixed-use building
10193634,willebroek,for-sale,2830,True,195000,True,83 m² square meters,False,0,2,False,2,False,0,True,0,Apartment
10342777,langemark-poelkapelle,for-sale,8920,True,169000,True,132 m² square meters,False,186 m² square meters,0,False,2,True,0,True,0,House
10342776,kortemark,for-sale,8610,False,329000,False,172 m² square meters,False,1050 m² square meters,0,False,3,True,0,False,0,House
10342775,gistel,for-sale,8470,False,689000,False,0,False,2400 m² square meters,0,False,1,False,0,False,0,House
10342774,zingem,for-sale,9750,False,399500,True,150 m² square meters,False,0,0,False,3,True,0,True,0,Apartment
10342772,evergem,for-sale,9940,True,349000,True,161 m² square meters,False,216 m² square meters,0,False,2,True,0,False,0,House
10342766,poppel,for-sale,2382,True,249000,True,156 m² square meters,False,610 m² square meters,3,False,3,True,345 m² square meters,False,0,House
10342765,knokke,for-sale,8300,False,11000000,False,995 m² square meters,False,2348 m² square meters,0,True,8,True,0,True,0,Mixed-use building
10342764,knokke,for-sale,8300,True,625000,False,121 m² square meters,False,121 m² square meters,0,False,3,True,0,True,0,House
10337600,duffel,for-sale,2570,True,210000,True,95 m² square meters,False,0,0,False,2,False,0,True,0,Apartment
10338090,geistingen,for-sale,3640,False,0,False,0,False,0,0,False,0,False,0,False,0,House
10336445,diegem,for-sale,1831,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10336727,deinze,for-sale,9800,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10337841,anderlecht,for-sale,1070,True,299000,True,122 m² square meters,False,153 m² square meters,2,False,2,True,108 m² square meters,True,16 m² square meters,House
10337966,waterloo,for-sale,1410,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10337320,harelbeke,for-sale,8530,False,0,False,0,False,0,0,False,0,False,0,False,0,House
10336715,deinze,for-sale,9800,False,0,False,0,False,0,0,False,0,False,0,False,0,House
10337760,braine-lalleud,for-sale,1420,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10337532,halle,for-sale,1500,True,380000,True,131 m² square meters,False,0,0,False,3,False,0,True,11 m² square meters,Apartment
10337150,braine-lalleud,for-sale,1420,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10336704,gent,for-sale,9000,False,0,False,0,False,0,0,False,0,False,0,False,0,House
10336505,ixelles,for-sale,1050,True,465000,True,95 m² square meters,False,0,2,False,2,False,0,True,4 m² square meters,Apartment
10273116,vilvoorde,for-sale,1800,True,470000,True,250 m² square meters,False,220 m² square meters,2,False,5,True,110 m² square meters,True,20 m² square meters,House
10336734,oosterzele,for-sale,9860,True,470000,True,171 m² square meters,False,1789 m² square meters,4,False,3,True,1396 m² square meters,True,16 m² square meters,House
10337104,ixelles,for-sale,1050,True,550000,True,200 m² square meters,False,0,2,False,4,False,0,True,4 m² square meters,Apartment
10337092,ath-ostiches,for-sale,7804,True,585000,True,172 m² square meters,False,2180 m² square meters,4,False,3,True,1700 m² square meters,True,5 m² square meters,House
10336790,ixelles,for-sale,1050,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10336498,dilbeek,for-sale,1700,True,665000,True,341 m² square meters,False,801 m² square meters,4,False,4,False,0,True,0,Mixed-use building
10336785,uccle,for-sale,1180,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10336811,ixelles,for-sale,1050,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10333235,vaux-sous-chevremont,for-sale,4051,True,170000,True,100 m² square meters,False,1056 m² square meters,4,False,3,True,880 m² square meters,False,0,House
10334188,veurne,for-sale,8630,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10333810,anderlecht,for-sale,1070,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10333713,auderghem,for-sale,1160,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10335072,blankenberge,for-sale,8370,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10333531,ronse,for-sale,9600,True,289500,True,216 m² square meters,True,403 m² square meters,2,False,4,True,300 m² square meters,True,10 m² square meters,House
10335736,schaerbeek,for-sale,1030,True,295000,True,85 m² square meters,False,0,0,False,2,False,0,True,6 m² square meters,Apartment
10333345,gijzegem,for-sale,9308,True,310000,True,85 m² square meters,False,0,2,False,2,False,0,True,18 m² square meters,Apartment
10333592,tintigny,for-sale,6730,True,315000,True,122 m² square meters,False,1936 m² square meters,4,False,4,True,18 m² square meters,True,11 m² square meters,House
10342777,langemark-poelkapelle,for-sale,8920,True,169000,True,132 m² square meters,False,186 m² square meters,0,False,2,True,0,True,0,House
10342776,kortemark,for-sale,8610,False,329000,False,172 m² square meters,False,1050 m² square meters,0,False,3,True,0,False,0,House
10342775,gistel,for-sale,8470,False,689000,False,0,False,2400 m² square meters,0,False,1,False,0,False,0,House
10342774,zingem,for-sale,9750,False,399500,True,150 m² square meters,False,0,0,False,3,True,0,True,0,Apartment
10342772,evergem,for-sale,9940,True,349000,True,161 m² square meters,False,216 m² square meters,0,False,2,True,0,False,0,House
10342766,poppel,for-sale,2382,True,249000,True,156 m² square meters,False,610 m² square meters,3,False,3,True,345 m² square meters,False,0,House
10342765,knokke,for-sale,8300,False,11000000,False,995 m² square meters,False,2348 m² square meters,0,True,8,True,0,True,0,Mixed-use building
10342764,knokke,for-sale,8300,True,625000,False,121 m² square meters,False,121 m² square meters,0,False,3,True,0,True,0,House
10334027,herstal,for-sale,4040,True,329000,True,216 m² square meters,False,894 m² square meters,3,False,4,True,770 m² square meters,True,120 m² square meters,House
10333199,woluwe-saint-lambert,for-sale,1200,True,340000,True,117 m² square meters,False,0,2,False,2,False,0,True,17 m² square meters,Apartment
10333783,bruxelles,for-sale,1000,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10334699,schaerbeek,for-sale,1030,True,430000,True,132 m² square meters,False,0,0,False,3,False,0,True,45 m² square meters,Apartment
10333485,gent,for-sale,9000,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10333214,zaventem,for-sale,1930,False,0,False,0,False,0,0,False,0,False,0,False,0,House
10333186,bruxelles,for-sale,1000,True,595000,True,125 m² square meters,True,0,2,True,2,False,0,True,12 m² square meters,Apartment
10333352,wezembeek-oppem,for-sale,1970,True,595000,True,170 m² square meters,False,0,2,False,3,False,0,True,9 m² square meters,Mixed-use building
10333351,woluwe-saint-pierre,for-sale,1150,True,600000,True,165 m² square meters,False,0,0,False,3,False,0,True,8 m² square meters,Apartment
10332223,maisieres,for-sale,7020,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10331101,huy,for-sale,4500,True,242500,True,80 m² square meters,False,0,4,False,2,True,0,True,9 m² square meters,Apartment
10332381,liedekerke,for-sale,1770,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10330809,huy,for-sale,4500,True,299000,True,135 m² square meters,False,0,0,False,3,False,0,True,9 m² square meters,House
10331945,roeselare,for-sale,8800,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10331724,la-hulpe,for-sale,1310,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10331855,lasne,for-sale,1380,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10332256,bruxelles,for-sale,1000,True,378000,True,92 m² square meters,False,0,2,False,2,False,0,True,18 m² square meters,Apartment
10331889,lier,for-sale,2500,False,0,False,0,False,0,0,False,0,False,0,False,0,House
10331019,ottignies-louvain-la-neuve-louvain-la-neuve,for-sale,1348,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10330920,mont-saint-guibert,for-sale,1435,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10332449,gent,for-sale,9000,False,0,False,0,False,0,0,False,0,False,0,False,0,House
10330855,bierges,for-sale,1301,True,650000,True,250 m² square meters,False,1080 m² square meters,4,False,3,True,0,True,25 m² square meters,Mixed-use building
10330799,knokke-heist,for-sale,8300,True,739000,True,72 m² square meters,False,0,2,False,2,False,0,True,0,Apartment
10332002,etterbeek,for-sale,1040,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10331905,woluwe-saint-pierre,for-sale,1150,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10331963,woluwe-saint-lambert,for-sale,1200,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10330870,woluwe-saint-lambert,for-sale,1200,True,980000,True,335 m² square meters,False,1365 m² square meters,3,False,6,True,1050 m² square meters,True,18 m² square meters,House
10331096,knokke-heist,for-sale,8300,True,1250000,True,110 m² square meters,False,0,2,False,3,False,0,True,12 m² square meters,Apartment
10340809,vaux-et-borset,for-sale,4530,True,349000,True,220 m² square meters,False,1245 m² square meters,4,False,4,True,1100 m² square meters,True,40 m² square meters,House
10340871,laeken,for-sale,1020,True,399000,True,145 m² square meters,False,122 m² square meters,2,False,3,True,64 m² square meters,True,4 m² square meters,House
10342777,langemark-poelkapelle,for-sale,8920,True,169000,True,132 m² square meters,False,186 m² square meters,0,False,2,True,0,True,0,House
10342776,kortemark,for-sale,8610,False,329000,False,172 m² square meters,False,1050 m² square meters,0,False,3,True,0,False,0,House
10342775,gistel,for-sale,8470,False,689000,False,0,False,2400 m² square meters,0,False,1,False,0,False,0,House
10342774,zingem,for-sale,9750,False,399500,True,150 m² square meters,False,0,0,False,3,True,0,True,0,Apartment
10342772,evergem,for-sale,9940,True,349000,True,161 m² square meters,False,216 m² square meters,0,False,2,True,0,False,0,House
10342766,poppel,for-sale,2382,True,249000,True,156 m² square meters,False,610 m² square meters,3,False,3,True,345 m² square meters,False,0,House
10342765,knokke,for-sale,8300,False,11000000,False,995 m² square meters,False,2348 m² square meters,0,True,8,True,0,True,0,Mixed-use building
10342764,knokke,for-sale,8300,True,625000,False,121 m² square meters,False,121 m² square meters,0,False,3,True,0,True,0,House
10340800,gent,for-sale,9000,True,2158000,True,470 m² square meters,False,206 m² square meters,2,False,13,False,0,True,45 m² square meters,Mixed-use building
10341522,liege,for-sale,4020,True,189000,True,71 m² square meters,False,0,2,False,2,False,0,False,0,Mixed-use building
10340849,jette,for-sale,1090,True,220000,True,100 m² square meters,False,0,2,False,2,False,0,False,0,Apartment
10340845,schaerbeek,for-sale,1030,True,240000,True,62 m² square meters,False,0,2,False,1,False,0,False,0,Apartment
10340848,woluwe-saint-lambert,for-sale,1200,True,240000,True,83 m² square meters,False,0,2,True,3,False,0,True,8 m² square meters,Mixed-use building
10340847,zaventem,for-sale,1932,True,240000,True,83 m² square meters,False,0,2,True,3,False,0,True,8 m² square meters,Mixed-use building
10341181,anderlecht,for-sale,1070,True,249000,True,54 m² square meters,True,0,2,False,1,False,0,True,45 m² square meters,Apartment
10340842,evere,for-sale,1140,True,249000,True,89 m² square meters,False,0,2,False,2,False,0,True,4 m² square meters,Apartment
10340843,woluwe-saint-lambert,for-sale,1200,True,450000,True,105 m² square meters,False,0,2,False,2,False,0,True,15 m² square meters,Apartment
10338728,sprimont,for-sale,4141,True,180000,True,146 m² square meters,False,124 m² square meters,2,False,3,False,0,True,32 m² square meters,House
10338729,chaudfontaine,for-sale,4050,True,299000,True,168 m² square meters,False,1000 m² square meters,4,False,4,True,600 m² square meters,True,33 m² square meters,House
10339132,braine-lalleud,for-sale,1420,True,380000,True,95 m² square meters,False,525 m² square meters,4,False,3,True,150 m² square meters,True,8 m² square meters,Mixed-use building
10339133,braine-lalleud-ophain-bois-seigneur-isaac,for-sale,1421,True,380000,True,95 m² square meters,False,525 m² square meters,4,False,3,True,150 m² square meters,True,8 m² square meters,Mixed-use building
10338805,woluwe-saint-pierre,for-sale,1150,True,1895000,True,371 m² square meters,False,1610 m² square meters,3,False,8,True,1317 m² square meters,True,0,House
10340161,brussels-city,for-sale,1000,True,164000,True,34 m² square meters,True,0,2,False,0,False,0,False,0,Mixed-use building
10340392,ganshoren,for-sale,1083,True,240000,True,76 m² square meters,False,0,0,False,2,False,0,True,17 m² square meters,Apartment
10338921,ixelles,for-sale,1050,True,560000,True,120 m² square meters,False,0,2,False,2,False,0,False,0,Apartment
10329602,hoboken,for-sale,2660,True,225000,True,82 m² square meters,False,0,0,False,2,False,0,True,6 m² square meters,Apartment
10329912,scherpenheuvel-zichem,for-sale,3271,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10329619,scherpenheuvel-zichem,for-sale,3271,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10329275,dendermonde,for-sale,9200,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10329262,dendermonde,for-sale,9200,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10329528,wavre,for-sale,1300,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10329519,bierges,for-sale,1301,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10329287,flemalle-mons-lez-liege,for-sale,4400,True,334000,True,154 m² square meters,False,759 m² square meters,3,False,3,True,462 m² square meters,True,24 m² square meters,House
10329800,evere,for-sale,1140,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10329171,bruxelles,for-sale,1000,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10329761,evere,for-sale,1140,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10329268,dendermonde,for-sale,9200,False,0,False,0,False,0,0,False,0,False,0,False,0,Apartment
10329286,liege-grivegnee,for-sale,4030,True,349000,True,178 m² square meters,False,197 m² square meters,3,True,3,True,95 m² square meters,True,150 m² square meters,Mixed-use building
10342777,langemark-poelkapelle,for-sale,8920,True,169000,True,132 m² square meters,False,186 m² square meters,0,False,2,True,0,True,0,House
10342776,kortemark,for-sale,8610,False,329000,False,172 m² square meters,False,1050 m² square meters,0,False,3,True,0,False,0,House
10342775,gistel,for-sale,8470,False,689000,False,0,False,2400 m² square meters,0,False,1,False,0,False,0,House
10342774,zingem,for-sale,9750,False,399500,True,150 m² square meters,False,0,0,False,3,True,0,True,0,Apartment
10342772,evergem,for-sale,9940,True,349000,True,161 m² square meters,False,216 m² square meters,0,False,2,True,0,False,0,House
10342766,poppel,for-sale,2382,True,249000,True,156 m² square meters,False,610 m² square meters,3,False,3,True,345 m² square meters,False,0,House
10342765,knokke,for-sale,8300,False,11000000,False,995 m² square meters,False,2348 m² square meters,0,True,8,True,0,True,0,Mixed-use building
10342764,knokke,for-sale,8300,True,625000,False,121 m² square meters,False,121 m² square meters,0,False,3,True,0,True,0,House
